mission_id,profile_id,structured_score,semantic_score,business_score,final_score,explanation_tags
38,84,0.97,0.2197,0.6833,0.6126,Azure match | Docker match | GCP match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
38,72,0.8475,0.1802,0.9667,0.6044,AWS match | Azure match | Docker match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
38,308,0.9775,0.2221,0.6167,0.6032,AWS match | Azure match | Docker match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
38,297,0.8775,0.2044,0.78,0.5888,AWS match | Azure match | GCP match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector public | Domain aligned
38,92,0.97,0.2839,0.4,0.5816,AWS match | Azure match | Docker match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
38,281,0.821,0.2114,0.8139,0.5757,AWS match | Azure match | Docker match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Sector public | Domain aligned
38,302,0.78,0.2622,0.75,0.5669,AWS match | Azure match | Docker match | Location compatible | Available in 15 days | Rate within budget | Sector public
38,46,0.76,0.2172,0.8739,0.5657,AWS match | Azure match | Docker match | Seniority compatible | Location compatible | Available in 30 days | Sector public | Domain aligned
39,324,0.97,0.1487,0.9,0.6275,NLP match | SQL match | Tableau match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
39,203,0.83,0.292,0.89,0.6268,NLP match | Python match | SQL match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
39,217,0.8075,0.1886,0.95,0.5884,NLP match | Python match | Snowflake match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
39,138,0.97,0.2076,0.55,0.5811,NLP match | Python match | Snowflake match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
39,176,0.68,0.2848,0.95,0.5759,Python match | SQL match | Snowflake match | Language compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
39,154,0.95,0.1934,0.54,0.5653,NLP match | Python match | Spark match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
39,151,0.91,0.2279,0.55,0.5652,NLP match | SQL match | Snowflake match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
39,218,0.9075,0.1545,0.65,0.5548,NLP match | Python match | SQL match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
39,322,0.97,0.1398,0.5,0.5439,NLP match | Snowflake match | Tableau match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
39,90,0.74,0.1369,0.95,0.5407,NLP match | SQL match | Spark match | Language compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
40,259,0.8375,0.265,0.82,0.605,C# match | Python match | Tableau match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector telecom | Domain aligned
40,237,0.78,0.1172,1.0,0.5589,C# match | Python match | React match | Location compatible | Available in 15 days | Rate within budget | Sector telecom | Domain aligned
40,258,0.74,0.1058,1.0,0.5383,C# match | Python match | React match | Language compatible | Available in 15 days | Rate within budget | Sector telecom | Domain aligned
40,55,0.91,0.0525,0.65,0.515,Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector telecom
40,173,0.91,0.0485,0.65,0.5134,Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector telecom
40,336,0.77,0.0851,0.84,0.51,C# match | Python match | React match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector telecom | Domain aligned
40,348,0.7,0.2631,0.59,0.5033,C# match | Python match | React match | Location compatible | Available in 30 days | Rate within budget | Domain aligned
40,260,0.59,0.2282,0.84,0.4953,C# match | Python match | React match | Language compatible | Available in 30 days | Rate within budget | Sector telecom | Domain aligned
40,232,0.87,0.0879,0.55,0.4932,C# match | Python match | React match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
40,229,0.9,0.0625,0.53,0.491,C# match | Python match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector telecom
41,308,0.92,0.1519,0.67,0.5627,GCP match | Kubernetes match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector sante
41,110,0.93,0.0935,0.71,0.5514,GCP match | Kubernetes match | Python match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector sante
41,147,0.92,0.143,0.61,0.5472,GCP match | Kubernetes match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
41,255,0.83,0.1986,0.65,0.5415,GCP match | Kubernetes match | Python match | Seniority compatible | Language compatible | Available in 30 days | Rate within budget | Sector sante
41,111,0.85,0.0909,0.71,0.5184,GCP match | Kubernetes match | Python match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Sector sante
41,84,0.95,0.1807,0.32,0.5163,GCP match | Kubernetes match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
41,208,0.8875,0.0884,0.57,0.5044,GCP match | SOC match | Terraform match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
41,92,0.95,0.1197,0.36,0.4999,GCP match | Kubernetes match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
41,185,0.73,0.0896,0.84,0.4958,GCP match | Python match | SOC match | Seniority compatible | Location compatible | Rate within budget | Sector sante | Domain aligned
41,72,0.81,0.2279,0.4,0.4951,GCP match | Kubernetes match | Python match | Seniority compatible | Available in 15 days | Rate within budget
42,299,0.9475,0.0958,0.89,0.5953,Azure match | Docker match | Terraform match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector banque | Domain aligned
42,211,0.9475,0.0828,0.89,0.5901,Azure match | Docker match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector banque | Domain aligned
42,308,0.82,0.0774,0.95,0.5489,Azure match | Docker match | Kubernetes match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque | Domain aligned
42,11,0.88,0.1603,0.64,0.5441,Azure match | Kubernetes match | Terraform match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector banque
42,171,0.82,0.1857,0.69,0.5403,Azure match | Docker match | Kubernetes match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector banque
42,149,0.82,0.0814,0.83,0.5265,Azure match | Kubernetes match | Terraform match | Language compatible | Location compatible | Rate within budget | Sector banque | Domain aligned
42,345,0.74,0.0875,0.94,0.519,Azure match | Docker match | Kubernetes match | Language compatible | Available in 30 days | Rate within budget | Sector banque | Domain aligned
42,103,0.8975,0.1901,0.4187,0.5188,Azure match | Kubernetes match | Terraform match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Domain aligned
42,229,1.0,0.0602,0.43,0.5101,Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector banque
42,286,0.74,0.159,0.75,0.5096,Azure match | Docker match | Kubernetes match | Language compatible | Available in 15 days | Rate within budget | Sector banque
43,38,0.95,0.2293,0.7,0.6117,Power BI match | Python match | SAP match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector telecom
43,254,0.72,0.4258,0.64,0.5863,Power BI match | Python match | SAP match | Language compatible | Available in 30 days | Rate within budget | Sector telecom
43,173,0.77,0.1052,0.8572,0.5215,Power BI match | Python match | Seniority compatible | Language compatible | Available in 15 days | Sector telecom | Domain aligned
43,218,0.755,0.1125,0.8136,0.5097,Power BI match | Python match | Tableau match | Seniority compatible | Language compatible | Available in 15 days | Sector telecom | Domain aligned
43,45,0.88,0.2106,0.35,0.5062,Power BI match | Python match | SAP match | Language compatible | Location compatible | Available in 15 days | Rate within budget
43,151,0.69,0.1174,0.9,0.503,Power BI match | SOC match | Snowflake match | Language compatible | Available in 15 days | Rate within budget | Sector telecom | Domain aligned
43,278,0.71,0.1274,0.84,0.503,Power BI match | Python match | Snowflake match | Location compatible | Available in 30 days | Rate within budget | Sector telecom | Domain aligned
43,281,0.87,0.0747,0.59,0.4959,Power BI match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector telecom
43,167,0.95,0.1394,0.3,0.4958,Power BI match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
43,227,0.6875,0.4017,0.29,0.4937,Power BI match | Python match | SAP match | Seniority compatible | Available in 30 days | Rate within budget
44,328,0.97,0.2085,0.92,0.6554,Docker match | Kubernetes match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail | Domain aligned
44,70,0.95,0.1006,0.8,0.5802,Docker match | Python match | Terraform match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
44,121,0.97,0.0976,0.71,0.5691,Docker match | Kubernetes match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
44,135,0.8975,0.1049,0.76,0.553,Docker match | Terraform match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
44,340,0.97,0.0676,0.63,0.541,NLP match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
44,20,0.8975,0.1806,0.53,0.5372,Docker match | Kubernetes match | NLP match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Domain aligned
44,92,0.9235,0.0618,0.71,0.5361,Docker match | Kubernetes match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
44,41,0.6985,0.2297,0.8138,0.5341,Docker match | Python match | Terraform match | Seniority compatible | Location compatible | Available in 30 days | Sector retail | Domain aligned
44,8,1.0,0.0987,0.47,0.5335,Docker match | Terraform match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
44,46,0.8035,0.3136,0.4065,0.5281,Docker match | Kubernetes match | NLP match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Domain aligned
45,18,0.81,0.247,0.8733,0.5975,FastAPI match | Java match | Python match | Seniority compatible | Language compatible | Available in 30 days | Rate within budget | Sector energie | Domain aligned
45,260,0.81,0.1669,0.8733,0.5654,FastAPI match | Java match | Python match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector energie | Domain aligned
45,336,0.8475,0.1068,0.8733,0.5564,Java match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector energie | Domain aligned
45,274,0.6725,0.2468,0.9333,0.5544,FastAPI match | Java match | Python match | Seniority compatible | Available in 15 days | Rate within budget | Sector energie | Domain aligned
45,31,0.77,0.1417,0.9333,0.5513,Python match | SQL match | Tableau match | Language compatible | Available in 15 days | Rate within budget | Sector energie | Domain aligned
45,45,0.9475,0.0511,0.6833,0.5361,AWS match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector energie
45,147,0.8975,0.057,0.75,0.5318,AWS match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector energie
45,250,0.9,0.0738,0.69,0.5275,AWS match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector energie
45,263,0.86,0.2188,0.4633,0.5242,FastAPI match | Java match | Python match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Domain aligned
45,3,0.64,0.2479,0.82,0.5191,AWS match | FastAPI match | Java match | Seniority compatible | Language compatible | Rate within budget | Sector energie | Domain aligned
46,308,0.97,0.1167,0.65,0.5647,AWS match | Docker match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
46,207,0.74,0.2461,0.82,0.5584,AWS match | Docker match | Java match | Language compatible | Location compatible | Rate within budget | Sector energie | Domain aligned
46,46,0.9275,0.1431,0.59,0.5462,AWS match | Docker match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
46,147,0.9475,0.0611,0.6833,0.5401,AWS match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector energie
46,92,1.0,0.1447,0.4,0.5379,AWS match | Docker match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
46,274,1.0,0.0666,0.55,0.5366,Java match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector energie
46,8,0.83,0.0695,0.8733,0.5345,AWS match | Docker match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector energie | Domain aligned
46,171,0.8975,0.1154,0.6233,0.5298,Docker match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector energie
46,45,0.9475,0.0435,0.6167,0.5197,AWS match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector energie
46,223,0.8975,0.1062,0.59,0.5195,AWS match | Docker match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
47,120,0.9,0.2403,0.61,0.5781,Azure match | DevOps match | GCP match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
47,88,0.81,0.2975,0.67,0.577,Azure match | DevOps match | GCP match | Seniority compatible | Available in 15 days | Rate within budget | Sector sante
47,308,0.97,0.1198,0.67,0.5699,Azure match | DevOps match | GCP match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector sante
47,147,0.97,0.1055,0.61,0.5522,GCP match | Python match | SIEM match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
47,110,0.83,0.2044,0.67,0.5478,Azure match | DevOps match | GCP match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector sante
47,11,0.8735,0.2108,0.57,0.5477,Azure match | DevOps match | GCP match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector sante
47,38,0.976,0.0536,0.63,0.5379,GCP match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector sante
47,25,0.8735,0.1655,0.59,0.5336,Azure match | GCP match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
47,78,0.91,0.1071,0.61,0.5289,Azure match | GCP match | Python match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
47,179,0.7875,0.0941,0.8,0.5127,Azure match | GCP match | SOC match | Seniority compatible | Language compatible | Rate within budget | Sector sante | Domain aligned
48,343,0.92,0.1681,0.6233,0.5599,MLOps match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector banque
48,301,1.0,0.0846,0.6167,0.5572,SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque
48,153,0.9475,0.0897,0.6167,0.5382,Azure match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque
48,334,0.9,0.1606,0.5633,0.5369,C# match | Java match | MLOps match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector banque
48,92,0.9535,0.0624,0.6167,0.5297,Azure match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque
48,31,1.0,0.0461,0.5167,0.5218,C# match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
48,128,0.9,0.0563,0.6167,0.5059,Azure match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque
48,174,0.8775,0.0658,0.5979,0.4969,SQL match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque
48,303,0.93,0.0489,0.5167,0.4949,C# match | Java match | SQL match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
48,30,0.7095,0.1571,0.7333,0.4933,C# match | Java match | MLOps match | Seniority compatible | Location compatible | Available in 15 days | Sector banque | Domain aligned
49,276,0.95,0.0798,0.79,0.5699,Java match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
49,242,0.88,0.0947,0.84,0.5579,Java match | Python match | React match | Seniority compatible | Language compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
49,237,0.97,0.1103,0.6,0.5521,Azure match | Java match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
49,258,0.83,0.0687,0.9,0.5395,Java match | Python match | React match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector retail | Domain aligned
49,27,0.9275,0.1428,0.49,0.5261,Java match | Power BI match | React match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
49,25,0.92,0.098,0.59,0.5252,Azure match | Python match | React match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail
49,209,0.9475,0.1955,0.3,0.5172,Power BI match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
49,192,0.92,0.0455,0.64,0.5142,Azure match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail
49,193,0.9,0.0931,0.58,0.5132,Power BI match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail
49,173,0.83,0.0918,0.7,0.5087,Power BI match | Python match | SQL match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector retail
50,233,0.88,0.3181,1.0,0.6792,FastAPI match | Power BI match | Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector assurance | Domain aligned
50,301,0.78,0.388,0.75,0.6172,Power BI match | Python match | SAP match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector assurance
50,209,0.91,0.2213,0.7,0.5925,Power BI match | Python match | SAP match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector assurance
50,117,0.88,0.1175,0.95,0.589,FastAPI match | Power BI match | Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector assurance | Domain aligned
50,138,0.91,0.0994,0.9,0.5838,FastAPI match | Power BI match | Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector assurance | Domain aligned
50,161,0.91,0.0847,0.8521,0.5683,FastAPI match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Sector assurance | Domain aligned
50,267,0.7975,0.1597,0.89,0.5609,Power BI match | Python match | SQL match | Seniority compatible | Location compatible | Available in 30 days | Rate within budget | Sector assurance | Domain aligned
50,45,0.85,0.36,0.35,0.554,Power BI match | Python match | SAP match | Language compatible | Location compatible | Available in 15 days | Rate within budget
50,254,0.77,0.22,0.69,0.534,Power BI match | Python match | SAP match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector assurance
50,251,0.81,0.0915,0.85,0.5306,FastAPI match | SQL match | Snowflake match | Location compatible | Available in 15 days | Rate within budget | Sector assurance | Domain aligned
51,25,0.97,0.2452,0.84,0.6541,GCP match | Terraform match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
51,192,0.9475,0.2421,0.89,0.6538,GCP match | SQL match | Terraform match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
51,60,0.8775,0.1404,0.94,0.5952,GCP match | SAP match | SQL match | Seniority compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
51,208,0.82,0.2176,0.9,0.5951,GCP match | Terraform match | Language compatible | Available in 15 days | Rate within budget | Sector retail | Domain aligned
51,58,0.81,0.2253,0.84,0.5821,GCP match | SQL match | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
51,147,0.88,0.2259,0.55,0.5523,GCP match | SQL match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
51,250,0.82,0.1081,0.89,0.5492,GCP match | SQL match | Terraform match | Language compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
51,280,0.75,0.1298,0.8541,0.5228,GCP match | SQL match | Seniority compatible | Available in 15 days | Sector retail | Domain aligned
51,59,0.9475,0.0579,0.59,0.5202,GCP match | Terraform match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail
51,168,1.0,0.0527,0.48,0.5171,Terraform match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail
52,72,0.91,0.2177,0.96,0.6431,Azure match | DevOps match | Docker match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
52,169,1.0,0.233,0.67,0.6272,Azure match | DevOps match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
52,65,0.9535,0.2601,0.6854,0.6225,Azure match | DevOps match | Docker match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
52,281,0.9235,0.1808,0.9,0.6217,Azure match | DevOps match | Docker match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
52,223,0.97,0.1531,0.86,0.6212,DevOps match | Docker match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
52,82,1.0,0.205,0.63,0.608,Azure match | DevOps match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
52,297,0.92,0.179,0.8,0.5996,Azure match | DevOps match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector public | Domain aligned
52,84,0.91,0.2306,0.71,0.5982,Azure match | Docker match | Kubernetes match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector public
52,275,0.97,0.1969,0.61,0.5888,Azure match | DevOps match | Docker match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
52,118,0.9,0.2765,0.59,0.5886,Azure match | DevOps match | Docker match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector public
53,336,0.92,0.0966,0.94,0.5947,C# match | Java match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector banque | Domain aligned
53,45,0.97,0.0696,0.65,0.5459,Python match | dbt match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque
53,308,0.97,0.0688,0.65,0.5455,Python match | Tableau match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque
53,147,0.9475,0.0404,0.75,0.5452,C# match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector banque
53,258,0.916,0.1054,0.5935,0.5273,C# match | Java match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Domain aligned
53,274,0.81,0.1485,0.65,0.5134,C# match | Java match | Python match | Seniority compatible | Available in 15 days | Rate within budget | Domain aligned
53,301,0.82,0.079,0.75,0.5096,Python match | SQL match | Tableau match | Language compatible | Available in 15 days | Rate within budget | Sector banque
53,92,0.91,0.0359,0.65,0.5084,Python match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector banque
53,124,0.85,0.1182,0.59,0.5053,C# match | Java match | Python match | Seniority compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
53,148,0.8535,0.1027,0.6052,0.5035,C# match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector banque
54,43,1.0,0.1719,0.49,0.5667,Python match | Salesforce match | Snowflake match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
54,105,1.0,0.0851,0.6,0.554,AWS match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector telecom
54,312,0.9275,0.0521,0.73,0.5378,SQL match | Snowflake match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector telecom | Domain aligned
54,343,0.88,0.0458,0.79,0.5283,SQL match | Snowflake match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector telecom | Domain aligned
54,151,0.87,0.0529,0.7903,0.5272,SQL match | Snowflake match | Seniority compatible | Language compatible | Available in 15 days | Sector telecom | Domain aligned
54,159,0.9775,0.0487,0.55,0.5205,Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
54,336,0.9475,0.057,0.59,0.5198,Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector telecom
54,220,0.88,0.0352,0.73,0.5121,Python match | Seniority compatible | Language compatible | Rate within budget | Sector telecom | Domain aligned
54,123,0.93,0.0546,0.59,0.5118,AWS match | Python match | Seniority compatible | Language compatible | Available in 30 days | Rate within budget | Sector telecom
54,69,0.8375,0.0747,0.72,0.5089,Python match | SQL match | Snowflake match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector telecom | Domain aligned
55,232,0.92,0.1457,0.55,0.5363,Docker match | FastAPI match | Tableau match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
55,237,0.83,0.1965,0.55,0.5206,Docker match | FastAPI match | Java match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
55,215,0.74,0.1811,0.72,0.5125,Docker match | FastAPI match | Seniority compatible | Language compatible | Rate within budget | Sector industrie | Domain aligned
55,268,0.74,0.2307,0.59,0.5063,Databricks match | Docker match | FastAPI match | Language compatible | Available in 30 days | Rate within budget | Domain aligned
55,27,0.81,0.2034,0.49,0.5034,Docker match | FastAPI match | Java match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
55,15,0.83,0.0988,0.65,0.5015,Databricks match | FastAPI match | Tableau match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector industrie
55,283,0.78,0.1986,0.55,0.5014,Docker match | FastAPI match | Java match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
55,213,0.77,0.2667,0.43,0.5007,Docker match | FastAPI match | Java match | Language compatible | Location compatible | Rate within budget | Domain aligned
55,303,0.76,0.2052,0.55,0.4961,Docker match | FastAPI match | Java match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
55,30,0.79,0.1688,0.55,0.4935,Docker match | FastAPI match | Java match | Language compatible | Available in 15 days | Rate within budget | Domain aligned
56,148,0.97,0.352,0.88,0.7048,Databricks match | NLP match | SQL match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector energie | Domain aligned
56,203,0.91,0.2467,0.94,0.6507,Databricks match | NLP match | SQL match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector energie | Domain aligned
56,90,0.88,0.2193,1.0,0.6397,Databricks match | NLP match | SQL match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector energie | Domain aligned
56,324,1.0,0.2527,0.5833,0.6177,Airflow match | NLP match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
56,194,0.9475,0.2318,0.69,0.6097,Airflow match | Databricks match | NLP match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector energie
56,138,0.9775,0.2642,0.5099,0.5987,Airflow match | NLP match | Snowflake match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
56,251,0.9,0.2686,0.5833,0.5841,Airflow match | Databricks match | SQL match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
56,129,0.82,0.1857,0.8667,0.5756,NLP match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector energie | Domain aligned
56,166,0.9475,0.2588,0.4633,0.5752,Airflow match | Databricks match | SQL match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Domain aligned
56,307,0.82,0.1465,0.9333,0.5733,NLP match | SQL match | Snowflake match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector energie | Domain aligned
57,84,0.86,0.1517,0.75,0.5547,Azure match | Docker match | Python match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector public
