experience_id,profile_id,job_title,client_sector,start_date,end_date,duration_months,experience_skills,experience_summary
664,194,Consultant SAP Confirmed,Energie,2015-12-24,2016-10-24,10,Databricks | NLP | Salesforce | Snowflake,"Intervention comme consultant sap confirmed pour un client du secteur energie, avec delivery sur Snowflake, NLP, Salesforce, Databricks."
665,194,Tech Lead ERP Confirmed,Sante,2016-11-30,2018-11-30,24,Airflow | Databricks | NLP | Python | SAP | Snowflake,"Intervention comme tech lead erp confirmed pour un client du secteur sante, avec delivery sur Snowflake, SAP, NLP, Databricks."
666,194,Business Analyst ERP Senior,Energie,2019-01-12,2026-03-12,86,Airflow | Python | SAP,"Intervention comme business analyst erp senior pour un client du secteur energie, avec delivery sur SAP, Airflow, Python."
667,195,Consultant Digital Junior,Assurance,2021-12-22,2022-12-22,12,FastAPI | SAP | Salesforce,"Intervention comme consultant digital junior pour un client du secteur assurance, avec delivery sur FastAPI, SAP, Salesforce."
668,195,Consultant Digital Confirmed,Assurance,2023-01-25,2026-01-25,36,FastAPI | React | SAP,"Intervention comme consultant digital confirmed pour un client du secteur assurance, avec delivery sur React, SAP, FastAPI."
669,196,Architecte Cloud Senior,Energie,2009-01-23,2013-07-23,54,AWS | Azure | Docker | Java | Terraform,"Intervention comme architecte cloud senior pour un client du secteur energie, avec delivery sur Azure, Terraform, AWS, Java."
670,196,Platform Engineer Expert,Energie,2013-08-27,2026-02-27,150,Azure | Docker | Java,"Intervention comme platform engineer expert pour un client du secteur energie, avec delivery sur Java, Docker, Azure."
671,197,Product Analyst Confirmed,Retail,2006-11-24,2015-04-24,101,React | SQL | Salesforce,"Intervention comme product analyst confirmed pour un client du secteur retail, avec delivery sur Salesforce, React, SQL."
672,197,Product Analyst Senior,Assurance,2015-05-31,2018-12-31,43,Docker | Java | Python | SQL,"Intervention comme product analyst senior pour un client du secteur assurance, avec delivery sur Docker, SQL, Python, Java."
673,197,Consultant Digital Expert,Retail,2019-01-27,2026-01-27,84,Docker | Java | React | SQL,"Intervention comme consultant digital expert pour un client du secteur retail, avec delivery sur React, Docker, Java, SQL."
674,198,Consultant Salesforce Junior,Industrie,2021-12-14,2022-08-14,8,C# | SQL | Snowflake,"Intervention comme consultant salesforce junior pour un client du secteur industrie, avec delivery sur SQL, Snowflake, C#."
675,198,CRM Solution Engineer Junior,Industrie,2022-08-30,2023-07-30,11,C# | Java | Power BI | SQL | Snowflake,"Intervention comme crm solution engineer junior pour un client du secteur industrie, avec delivery sur SQL, Java, C#, Snowflake."
676,198,CRM Analyst Confirmed,Industrie,2023-08-17,2024-09-17,13,C# | Java | Power BI | Python | SOC | SQL,"Intervention comme crm analyst confirmed pour un client du secteur industrie, avec delivery sur C#, Java, SQL, Power BI."
677,198,Expert CRM Confirmed,Industrie,2024-09-27,2026-01-27,16,C# | Power BI | SOC,"Intervention comme expert crm confirmed pour un client du secteur industrie, avec delivery sur SOC, C#, Power BI."
678,199,Expert CRM Junior,Assurance,2023-10-02,2024-06-02,8,Databricks | IAM | SQL,"Intervention comme expert crm junior pour un client du secteur assurance, avec delivery sur Databricks, SQL, IAM."
679,199,CRM Analyst Junior,Assurance,2024-06-14,2025-03-14,9,Databricks | IAM | Java | Python | Terraform,"Intervention comme crm analyst junior pour un client du secteur assurance, avec delivery sur Databricks, Java, IAM, Python."
680,199,CRM Solution Engineer Junior,Sante,2025-04-22,2025-11-22,7,Databricks | Java | Python | SQL | Terraform,"Intervention comme crm solution engineer junior pour un client du secteur sante, avec delivery sur Databricks, Java, Terraform, Python."
681,200,Consultant Cloud Junior,Telecom,2023-01-29,2023-11-29,10,AWS | Azure | Docker | GCP | Python | Salesforce,"Intervention comme consultant cloud junior pour un client du secteur telecom, avec delivery sur AWS, GCP, Python, Azure."
682,200,Consultant Cloud Confirmed,Assurance,2023-12-26,2026-02-26,26,Azure | GCP | Salesforce,"Intervention comme consultant cloud confirmed pour un client du secteur assurance, avec delivery sur Azure, GCP, Salesforce."
683,201,SRE Junior,Telecom,2017-09-22,2022-05-22,56,AWS | Azure | Docker | Java | SQL,"Intervention comme sre junior pour un client du secteur telecom, avec delivery sur Docker, Java, Azure, SQL."
684,201,Platform DevOps Confirmed,Telecom,2022-06-25,2023-12-25,18,AWS | Azure | Docker,"Intervention comme platform devops confirmed pour un client du secteur telecom, avec delivery sur Docker, Azure, AWS."
685,201,Lead DevOps Senior,Telecom,2024-01-23,2025-03-23,14,AWS | Azure | Kubernetes | SQL,"Intervention comme lead devops senior pour un client du secteur telecom, avec delivery sur SQL, Azure, AWS, Kubernetes."
686,201,SRE Senior,Telecom,2025-04-27,2025-12-27,8,AWS | Azure | DevOps | Docker | Java | SQL,"Intervention comme sre senior pour un client du secteur telecom, avec delivery sur Java, SQL, Docker, AWS."
687,202,Tech Lead ERP Junior,Sante,2022-11-23,2023-12-23,13,Airflow | MLOps | Power BI | SQL | Snowflake,"Intervention comme tech lead erp junior pour un client du secteur sante, avec delivery sur Airflow, Power BI, SQL, MLOps."
688,202,Consultant SAP Confirmed,Sante,2024-02-04,2025-06-04,16,MLOps | Power BI | SQL | Snowflake,"Intervention comme consultant sap confirmed pour un client du secteur sante, avec delivery sur MLOps, Power BI, SQL, Snowflake."
689,202,Business Analyst ERP Confirmed,Sante,2025-06-26,2026-01-26,7,Airflow | MLOps | Power BI | SQL | Snowflake,"Intervention comme business analyst erp confirmed pour un client du secteur sante, avec delivery sur Airflow, SQL, Snowflake, Power BI."
690,203,Data Engineer Junior,Energie,2022-11-20,2023-09-20,10,Databricks | FastAPI | MLOps | NLP | SIEM | Snowflake,"Intervention comme data engineer junior pour un client du secteur energie, avec delivery sur Snowflake, SIEM, MLOps, FastAPI."
691,203,Data Engineer Junior,Public,2023-10-20,2024-07-20,9,Databricks | FastAPI | SIEM,"Intervention comme data engineer junior pour un client du secteur public, avec delivery sur FastAPI, Databricks, SIEM."
692,203,ML Engineer Confirmed,Public,2024-08-29,2025-03-29,7,FastAPI | NLP | Python | SIEM,"Intervention comme ml engineer confirmed pour un client du secteur public, avec delivery sur NLP, FastAPI, SIEM, Python."
693,203,Data Engineer Confirmed,Public,2025-05-12,2026-03-12,10,Databricks | NLP | Python,"Intervention comme data engineer confirmed pour un client du secteur public, avec delivery sur Python, Databricks, NLP."
694,204,ML Engineer Junior,Energie,2017-12-06,2018-07-06,7,Databricks | SAP | dbt,"Intervention comme ml engineer junior pour un client du secteur energie, avec delivery sur SAP, dbt, Databricks."
695,204,Data Scientist Confirmed,Banque,2018-08-01,2020-02-01,18,Databricks | SAP | Snowflake,"Intervention comme data scientist confirmed pour un client du secteur banque, avec delivery sur Snowflake, Databricks, SAP."
696,204,ML Engineer Confirmed,Banque,2020-02-29,2021-04-30,14,Databricks | FastAPI | Snowflake,"Intervention comme ml engineer confirmed pour un client du secteur banque, avec delivery sur Snowflake, FastAPI, Databricks."
697,204,Data Engineer Senior,Energie,2021-05-18,2023-08-18,27,AWS | FastAPI | Snowflake | dbt,"Intervention comme data engineer senior pour un client du secteur energie, avec delivery sur dbt, Snowflake, AWS, FastAPI."
698,204,Data Engineer Senior,Energie,2023-09-01,2026-03-01,30,AWS | Databricks | FastAPI | Snowflake | dbt,"Intervention comme data engineer senior pour un client du secteur energie, avec delivery sur dbt, FastAPI, Databricks, Snowflake."
699,205,Product Analyst Junior,Telecom,2022-10-30,2023-07-30,9,IAM | Python | SQL | Snowflake,"Intervention comme product analyst junior pour un client du secteur telecom, avec delivery sur SQL, IAM, Snowflake, Python."
700,205,Product Analyst Confirmed,Telecom,2023-08-15,2024-09-15,13,IAM | Snowflake | Tableau,"Intervention comme product analyst confirmed pour un client du secteur telecom, avec delivery sur Tableau, Snowflake, IAM."
701,205,Consultant Digital Confirmed,Telecom,2024-10-12,2025-12-12,14,IAM | Java | SQL,"Intervention comme consultant digital confirmed pour un client du secteur telecom, avec delivery sur Java, IAM, SQL."
702,206,Expert CRM Confirmed,Energie,2015-11-10,2019-12-10,49,Java | Power BI | SQL | Snowflake,"Intervention comme expert crm confirmed pour un client du secteur energie, avec delivery sur Power BI, SQL, Snowflake, Java."
703,206,CRM Analyst Senior,Banque,2020-01-05,2025-12-05,71,Java | Power BI | React | SQL,"Intervention comme crm analyst senior pour un client du secteur banque, avec delivery sur Java, React, Power BI, SQL."
704,207,Cloud Engineer Junior,Banque,2022-04-25,2022-11-25,7,Kubernetes | SQL | Terraform,"Intervention comme cloud engineer junior pour un client du secteur banque, avec delivery sur Terraform, SQL, Kubernetes."
705,207,Consultant Cloud Junior,Energie,2022-12-25,2023-06-25,6,AWS | Azure | DevOps | Java,"Intervention comme consultant cloud junior pour un client du secteur energie, avec delivery sur Java, AWS, Azure, DevOps."
706,207,Cloud Engineer Junior,Banque,2023-08-08,2024-03-08,7,AWS | DevOps | Docker | Python | SQL | Terraform,"Intervention comme cloud engineer junior pour un client du secteur banque, avec delivery sur AWS, DevOps, Docker, Python."
707,207,Platform Engineer Junior,Energie,2024-04-14,2025-01-14,9,AWS | Java | Kubernetes | Python | Salesforce | Terraform,"Intervention comme platform engineer junior pour un client du secteur energie, avec delivery sur Kubernetes, Python, Salesforce, AWS."
708,207,Consultant Cloud Junior,Banque,2025-02-26,2026-01-26,11,AWS | Azure | Java | Python | SQL | Salesforce,"Intervention comme consultant cloud junior pour un client du secteur banque, avec delivery sur AWS, Azure, Salesforce, Python."
709,208,Analyste SOC Junior,Public,2021-12-25,2022-08-25,8,FastAPI | IAM | Terraform,"Intervention comme analyste soc junior pour un client du secteur public, avec delivery sur IAM, FastAPI, Terraform."
710,208,Analyste SOC Junior,Public,2022-10-04,2023-06-04,8,Databricks | GCP | SIEM | SOC,"Intervention comme analyste soc junior pour un client du secteur public, avec delivery sur Databricks, SIEM, SOC, GCP."
711,208,Analyste SOC Confirmed,Retail,2023-07-10,2024-11-10,16,IAM | SIEM | SOC | Terraform,"Intervention comme analyste soc confirmed pour un client du secteur retail, avec delivery sur Terraform, SOC, IAM, SIEM."
712,208,Expert IAM Confirmed,Retail,2024-11-30,2026-03-31,16,Databricks | FastAPI | SIEM | Terraform,"Intervention comme expert iam confirmed pour un client du secteur retail, avec delivery sur FastAPI, SIEM, Terraform, Databricks."
713,209,Expert ERP Junior,Sante,2017-01-02,2018-07-02,18,Databricks | GCP | Python | SAP,"Intervention comme expert erp junior pour un client du secteur sante, avec delivery sur Databricks, GCP, SAP, Python."
714,209,Expert ERP Confirmed,Sante,2018-08-06,2021-12-06,40,Databricks | GCP | SAP,"Intervention comme expert erp confirmed pour un client du secteur sante, avec delivery sur SAP, GCP, Databricks."
715,209,Consultant SAP Senior,Sante,2021-12-17,2023-11-17,23,Python | SAP | Snowflake,"Intervention comme consultant sap senior pour un client du secteur sante, avec delivery sur Python, SAP, Snowflake."
716,209,Tech Lead ERP Senior,Public,2023-12-27,2026-03-27,27,Databricks | GCP | Python | SAP | Snowflake,"Intervention comme tech lead erp senior pour un client du secteur public, avec delivery sur Snowflake, GCP, Databricks, Python."
717,210,Data Analyst Junior,Banque,2020-12-12,2022-06-12,18,MLOps | Python | Spark,"Intervention comme data analyst junior pour un client du secteur banque, avec delivery sur MLOps, Spark, Python."
718,210,Data Engineer Junior,Banque,2022-07-19,2023-03-19,8,Docker | Power BI | Python | dbt,"Intervention comme data engineer junior pour un client du secteur banque, avec delivery sur Python, dbt, Power BI, Docker."
719,210,ML Engineer Confirmed,Banque,2023-03-29,2024-05-29,14,MLOps | Power BI | Python | Spark | dbt,"Intervention comme ml engineer confirmed pour un client du secteur banque, avec delivery sur MLOps, Python, Spark, Power BI."
720,210,Data Scientist Confirmed,Banque,2024-07-01,2026-03-01,20,Databricks | Python | SQL | Spark,"Intervention comme data scientist confirmed pour un client du secteur banque, avec delivery sur Python, Databricks, Spark, SQL."
721,211,Platform Engineer Confirmed,Energie,2007-01-07,2012-09-07,68,Azure | Databricks | Docker | GCP,"Intervention comme platform engineer confirmed pour un client du secteur energie, avec delivery sur GCP, Docker, Azure, Databricks."
722,211,Cloud Engineer Senior,Energie,2012-09-29,2013-10-29,13,AWS | Databricks | DevOps | Kubernetes | Python | SIEM,"Intervention comme cloud engineer senior pour un client du secteur energie, avec delivery sur Kubernetes, AWS, DevOps, Python."
723,211,Platform Engineer Expert,Energie,2013-12-01,2026-03-01,147,AWS | Azure | Databricks | DevOps | GCP,"Intervention comme platform engineer expert pour un client du secteur energie, avec delivery sur DevOps, Azure, GCP, AWS."
724,212,Architecte Cyber Senior,Public,2012-02-10,2022-09-10,127,AWS | Azure | GCP | IAM | Python | SIEM,"Intervention comme architecte cyber senior pour un client du secteur public, avec delivery sur Azure, AWS, GCP, IAM."
725,212,Expert IAM Expert,Sante,2022-09-25,2026-02-25,41,Azure | IAM | Kubernetes | Python | SIEM,"Intervention comme expert iam expert pour un client du secteur sante, avec delivery sur SIEM, Kubernetes, Azure, IAM."
726,213,Product Analyst Junior,Public,2018-10-21,2019-11-21,13,AWS | C# | Docker | FastAPI | Tableau,"Intervention comme product analyst junior pour un client du secteur public, avec delivery sur Tableau, C#, Docker, FastAPI."
727,213,Full Stack Engineer Confirmed,Public,2019-12-21,2021-06-21,18,AWS | C# | Docker | Java | Python,"Intervention comme full stack engineer confirmed pour un client du secteur public, avec delivery sur Java, Docker, Python, AWS."
728,213,Full Stack Engineer Confirmed,Banque,2021-08-02,2023-02-02,18,AWS | Docker | FastAPI | Java | Python | SQL,"Intervention comme full stack engineer confirmed pour un client du secteur banque, avec delivery sur AWS, Python, SQL, Docker."
729,213,Lead Developer Senior,Banque,2023-03-09,2024-01-09,10,Docker | Python | React | SQL,"Intervention comme lead developer senior pour un client du secteur banque, avec delivery sur Python, SQL, React, Docker."
730,213,Product Analyst Senior,Banque,2024-01-28,2026-02-28,25,C# | Docker | FastAPI | Python | SQL | Tableau,"Intervention comme product analyst senior pour un client du secteur banque, avec delivery sur Python, Docker, Tableau, C#."
731,214,SRE Junior,Retail,2023-02-02,2024-02-02,12,DevOps | Docker | Kubernetes | Python,"Intervention comme sre junior pour un client du secteur retail, avec delivery sur Docker, Kubernetes, DevOps, Python."
732,214,Lead DevOps Confirmed,Retail,2024-02-26,2026-02-26,24,DevOps | Python | Terraform,"Intervention comme lead devops confirmed pour un client du secteur retail, avec delivery sur Python, DevOps, Terraform."
733,215,Consultant Digital Senior,Assurance,2013-10-31,2023-05-31,115,AWS | Docker | GCP,"Intervention comme consultant digital senior pour un client du secteur assurance, avec delivery sur Docker, GCP, AWS."
734,215,Consultant Digital Expert,Industrie,2023-06-23,2025-11-23,29,AWS | C# | Docker | FastAPI | GCP | React,"Intervention comme consultant digital expert pour un client du secteur industrie, avec delivery sur Docker, FastAPI, React, C#."
735,216,Consultant Cloud Junior,Assurance,2020-11-12,2021-10-12,11,Azure | DevOps | Docker | React | SOC | Terraform,"Intervention comme consultant cloud junior pour un client du secteur assurance, avec delivery sur Terraform, React, Docker, SOC."
736,216,Consultant Cloud Confirmed,Assurance,2021-11-08,2025-12-08,49,AWS | Azure | MLOps | Python | SOC,"Intervention comme consultant cloud confirmed pour un client du secteur assurance, avec delivery sur SOC, Azure, Python, AWS."
737,217,Data Engineer Junior,Banque,2014-12-30,2015-07-30,7,NLP | Power BI | Python | React | Spark,"Intervention comme data engineer junior pour un client du secteur banque, avec delivery sur NLP, Spark, React, Power BI."
738,217,ML Engineer Confirmed,Public,2015-08-29,2017-12-29,28,DevOps | NLP | Power BI | React | dbt,"Intervention comme ml engineer confirmed pour un client du secteur public, avec delivery sur DevOps, dbt, Power BI, NLP."
739,217,ML Engineer Confirmed,Public,2018-01-12,2020-01-12,24,Power BI | Spark | dbt,"Intervention comme ml engineer confirmed pour un client du secteur public, avec delivery sur Spark, Power BI, dbt."
740,217,Data Scientist Senior,Banque,2020-02-12,2022-02-12,24,NLP | Power BI | React | Snowflake,"Intervention comme data scientist senior pour un client du secteur banque, avec delivery sur React, NLP, Power BI, Snowflake."
741,217,ML Engineer Senior,Public,2022-02-28,2026-03-31,49,DevOps | NLP | Power BI | Python | React | dbt,"Intervention comme ml engineer senior pour un client du secteur public, avec delivery sur Power BI, Python, NLP, dbt."
742,218,Data Analyst Junior,Telecom,2017-12-20,2019-09-20,21,NLP | SQL | Tableau,"Intervention comme data analyst junior pour un client du secteur telecom, avec delivery sur NLP, SQL, Tableau."
743,218,Data Scientist Confirmed,Banque,2019-09-30,2022-05-30,32,NLP | Power BI | SQL | Spark,"Intervention comme data scientist confirmed pour un client du secteur banque, avec delivery sur SQL, NLP, Spark, Power BI."
744,218,Data Engineer Confirmed,Banque,2022-06-24,2023-11-24,17,MLOps | NLP | Python | SQL | Tableau,"Intervention comme data engineer confirmed pour un client du secteur banque, avec delivery sur MLOps, SQL, Python, NLP."
745,218,Data Scientist Senior,Telecom,2024-01-06,2025-09-06,20,Power BI | Python | SQL | Spark,"Intervention comme data scientist senior pour un client du secteur telecom, avec delivery sur Spark, Python, Power BI, SQL."
746,218,Data Analyst Senior,Industrie,2025-09-30,2026-03-30,6,Airflow | Power BI | SQL,"Intervention comme data analyst senior pour un client du secteur industrie, avec delivery sur Power BI, SQL, Airflow."
747,219,Architecte Cyber Junior,Public,2021-01-26,2021-08-26,7,Azure | GCP | Python | React | SIEM,"Intervention comme architecte cyber junior pour un client du secteur public, avec delivery sur SIEM, Python, GCP, Azure."
748,219,Architecte Cyber Junior,Public,2021-09-17,2024-01-17,28,Azure | Python | React,"Intervention comme architecte cyber junior pour un client du secteur public, avec delivery sur Azure, Python, React."
749,219,Consultant Cyber Confirmed,Public,2024-02-17,2025-07-17,17,Azure | GCP | React,"Intervention comme consultant cyber confirmed pour un client du secteur public, avec delivery sur React, Azure, GCP."
750,219,Analyste SOC Confirmed,Public,2025-07-30,2026-03-30,8,Azure | GCP | Python | React | SIEM,"Intervention comme analyste soc confirmed pour un client du secteur public, avec delivery sur SIEM, React, Python, GCP."
751,220,Data Analyst Junior,Telecom,2021-01-09,2022-06-09,17,Databricks | Spark | Terraform | dbt,"Intervention comme data analyst junior pour un client du secteur telecom, avec delivery sur Databricks, Terraform, dbt, Spark."
752,220,Data Analyst Confirmed,Sante,2022-07-17,2023-02-17,7,Databricks | Python | Spark,"Intervention comme data analyst confirmed pour un client du secteur sante, avec delivery sur Spark, Python, Databricks."
753,220,Data Scientist Confirmed,Sante,2023-02-27,2026-02-27,36,Python | Terraform | dbt,"Intervention comme data scientist confirmed pour un client du secteur sante, avec delivery sur Terraform, Python, dbt."
754,221,Expert IAM Junior,Industrie,2022-08-04,2023-06-04,10,AWS | FastAPI | Python | SOC,"Intervention comme expert iam junior pour un client du secteur industrie, avec delivery sur Python, SOC, FastAPI, AWS."
755,221,Architecte Cyber Junior,Industrie,2023-06-24,2024-02-24,8,AWS | FastAPI | Python,"Intervention comme architecte cyber junior pour un client du secteur industrie, avec delivery sur FastAPI, Python, AWS."
756,221,Consultant Cyber Confirmed,Industrie,2024-03-14,2024-10-14,7,FastAPI | Python | SQL,"Intervention comme consultant cyber confirmed pour un client du secteur industrie, avec delivery sur SQL, Python, FastAPI."
757,221,Analyste SOC Confirmed,Industrie,2024-11-05,2025-08-05,9,AWS | Python | SOC | SQL,"Intervention comme analyste soc confirmed pour un client du secteur industrie, avec delivery sur SOC, Python, AWS, SQL."
758,221,Analyste SOC Confirmed,Industrie,2025-08-25,2026-02-25,6,AWS | Python | SOC | SQL,"Intervention comme analyste soc confirmed pour un client du secteur industrie, avec delivery sur SQL, SOC, Python, AWS."
759,222,Data Scientist Junior,Telecom,2019-01-24,2020-01-24,12,Databricks | FastAPI | Snowflake | Spark | Tableau | Terraform,"Intervention comme data scientist junior pour un client du secteur telecom, avec delivery sur Tableau, FastAPI, Snowflake, Spark."
760,222,Data Engineer Confirmed,Public,2020-02-08,2020-10-08,8,Databricks | FastAPI | Salesforce | Snowflake | Terraform,"Intervention comme data engineer confirmed pour un client du secteur public, avec delivery sur Databricks, Snowflake, FastAPI, Salesforce."
761,222,Data Analyst Senior,Telecom,2020-11-14,2022-05-14,18,FastAPI | Salesforce | Spark | Terraform | dbt,"Intervention comme data analyst senior pour un client du secteur telecom, avec delivery sur FastAPI, dbt, Terraform, Spark."
762,222,Data Analyst Senior,Telecom,2022-05-26,2026-03-26,46,Salesforce | Snowflake | Spark | Terraform | dbt,"Intervention comme data analyst senior pour un client du secteur telecom, avec delivery sur Spark, Salesforce, dbt, Terraform."
763,223,Cloud Engineer Junior,Public,2020-12-05,2022-08-05,20,DevOps | GCP | Python | React | Spark,"Intervention comme cloud engineer junior pour un client du secteur public, avec delivery sur Python, DevOps, Spark, React."
764,223,Cloud Engineer Junior,Public,2022-08-28,2023-08-28,12,AWS | DevOps | React,"Intervention comme cloud engineer junior pour un client du secteur public, avec delivery sur AWS, React, DevOps."
765,223,Cloud Engineer Confirmed,Public,2023-10-04,2024-04-04,6,DevOps | Docker | Kubernetes | React,"Intervention comme cloud engineer confirmed pour un client du secteur public, avec delivery sur Docker, Kubernetes, DevOps, React."
766,223,Platform Engineer Confirmed,Public,2024-04-22,2024-12-22,8,AWS | Kubernetes | Python,"Intervention comme platform engineer confirmed pour un client du secteur public, avec delivery sur Kubernetes, AWS, Python."
767,223,Architecte Cloud Confirmed,Public,2025-01-12,2026-03-12,14,GCP | Kubernetes | NLP | Python | React | Spark,"Intervention comme architecte cloud confirmed pour un client du secteur public, avec delivery sur Kubernetes, GCP, React, Spark."
768,224,Analyste SOC Junior,Sante,2022-08-29,2023-05-29,9,AWS | GCP | Terraform,"Intervention comme analyste soc junior pour un client du secteur sante, avec delivery sur Terraform, GCP, AWS."
769,224,Expert IAM Junior,Sante,2023-06-14,2023-12-14,6,AWS | FastAPI | GCP | Python | Terraform,"Intervention comme expert iam junior pour un client du secteur sante, avec delivery sur Python, FastAPI, GCP, AWS."
770,224,Architecte Cyber Confirmed,Sante,2024-01-24,2024-09-24,8,AWS | FastAPI | GCP | Python | Terraform,"Intervention comme architecte cyber confirmed pour un client du secteur sante, avec delivery sur AWS, Terraform, Python, GCP."
771,224,Consultant Cyber Confirmed,Sante,2024-10-29,2025-11-29,13,AWS | FastAPI | GCP | Python | Terraform,"Intervention comme consultant cyber confirmed pour un client du secteur sante, avec delivery sur FastAPI, AWS, Terraform, GCP."
772,225,DevOps Engineer Confirmed,Banque,2015-02-24,2020-08-24,66,AWS | Python | Terraform,"Intervention comme devops engineer confirmed pour un client du secteur banque, avec delivery sur AWS, Terraform, Python."
773,225,Lead DevOps Senior,Banque,2020-09-30,2026-03-31,66,AWS | GCP | Kubernetes | Python | React | Terraform,"Intervention comme lead devops senior pour un client du secteur banque, avec delivery sur AWS, React, Kubernetes, Python."
774,226,Cloud Engineer Confirmed,Banque,2019-02-18,2020-05-18,15,GCP | Python | SAP | Terraform,"Intervention comme cloud engineer confirmed pour un client du secteur banque, avec delivery sur Python, Terraform, SAP, GCP."
775,226,Architecte Cloud Senior,Banque,2020-06-14,2026-03-14,69,Azure | GCP | SAP | Terraform,"Intervention comme architecte cloud senior pour un client du secteur banque, avec delivery sur GCP, Azure, SAP, Terraform."
776,227,Expert ERP Confirmed,Energie,2019-02-24,2022-02-24,36,Airflow | Java | Python | SAP | Snowflake,"Intervention comme expert erp confirmed pour un client du secteur energie, avec delivery sur Snowflake, SAP, Java, Airflow."
777,227,Tech Lead ERP Senior,Banque,2022-03-15,2026-03-15,48,Airflow | FastAPI | Java | Power BI | SAP | Snowflake,"Intervention comme tech lead erp senior pour un client du secteur banque, avec delivery sur Airflow, Java, FastAPI, Power BI."
778,228,Platform Engineer Junior,Banque,2020-09-28,2021-06-28,9,Docker | GCP | Kubernetes | Python,"Intervention comme platform engineer junior pour un client du secteur banque, avec delivery sur Docker, Kubernetes, Python, GCP."
779,228,Platform Engineer Junior,Banque,2021-08-07,2022-09-07,13,DevOps | Kubernetes | Terraform | dbt,"Intervention comme platform engineer junior pour un client du secteur banque, avec delivery sur dbt, Terraform, DevOps, Kubernetes."
780,228,Platform Engineer Confirmed,Banque,2022-10-13,2024-02-13,16,Azure | Docker | NLP | Python | Terraform | dbt,"Intervention comme platform engineer confirmed pour un client du secteur banque, avec delivery sur Terraform, Azure, dbt, Python."
781,228,Consultant Cloud Confirmed,Banque,2024-03-27,2026-01-27,22,Azure | DevOps | Docker | NLP | dbt,"Intervention comme consultant cloud confirmed pour un client du secteur banque, avec delivery sur Docker, Azure, dbt, DevOps."
782,229,Expert CRM Confirmed,Industrie,2013-12-14,2020-10-14,82,C# | IAM | Python,"Intervention comme expert crm confirmed pour un client du secteur industrie, avec delivery sur IAM, Python, C#."
783,229,CRM Analyst Senior,Industrie,2020-11-22,2024-07-22,44,AWS | C# | IAM | Java | Power BI | Python,"Intervention comme crm analyst senior pour un client du secteur industrie, avec delivery sur Power BI, Python, C#, IAM."
784,229,CRM Solution Engineer Expert,Telecom,2024-08-27,2026-02-27,18,C# | IAM | Salesforce,"Intervention comme crm solution engineer expert pour un client du secteur telecom, avec delivery sur Salesforce, C#, IAM."
785,230,Consultant SAP Junior,Energie,2022-12-05,2024-01-05,13,Airflow | Power BI | SAP | SQL | Snowflake | dbt,"Intervention comme consultant sap junior pour un client du secteur energie, avec delivery sur Airflow, dbt, SAP, Snowflake."
786,230,Consultant SAP Junior,Energie,2024-01-16,2024-10-16,9,Airflow | DevOps | Power BI | SQL | dbt,"Intervention comme consultant sap junior pour un client du secteur energie, avec delivery sur Power BI, dbt, DevOps, Airflow."
787,230,Business Analyst ERP Confirmed,Energie,2024-11-27,2025-05-27,6,Power BI | SAP | SQL | Snowflake | dbt,"Intervention comme business analyst erp confirmed pour un client du secteur energie, avec delivery sur Power BI, SQL, dbt, SAP."
788,230,Business Analyst ERP Confirmed,Energie,2025-06-28,2026-02-28,8,Airflow | Power BI | Snowflake,"Intervention comme business analyst erp confirmed pour un client du secteur energie, avec delivery sur Snowflake, Airflow, Power BI."
789,231,Cloud Engineer Junior,Industrie,2021-12-04,2022-07-04,7,Azure | Docker | GCP | Python | SAP | dbt,"Intervention comme cloud engineer junior pour un client du secteur industrie, avec delivery sur SAP, dbt, GCP, Python."
790,231,Cloud Engineer Junior,Industrie,2022-07-22,2023-03-22,8,Azure | DevOps | SAP | dbt,"Intervention comme cloud engineer junior pour un client du secteur industrie, avec delivery sur dbt, Azure, SAP, DevOps."
791,231,Consultant Cloud Confirmed,Sante,2023-04-15,2024-05-15,13,DevOps | Docker | Python,"Intervention comme consultant cloud confirmed pour un client du secteur sante, avec delivery sur Python, Docker, DevOps."
792,231,Architecte Cloud Confirmed,Sante,2024-05-31,2025-01-31,8,GCP | SAP | dbt,"Intervention comme architecte cloud confirmed pour un client du secteur sante, avec delivery sur GCP, dbt, SAP."
793,231,Platform Engineer Confirmed,Energie,2025-02-26,2026-02-26,12,DevOps | Docker | GCP | SAP,"Intervention comme platform engineer confirmed pour un client du secteur energie, avec delivery sur DevOps, GCP, Docker, SAP."
794,232,Product Analyst Confirmed,Energie,2008-01-10,2017-07-10,114,Azure | Python | React | Tableau,"Intervention comme product analyst confirmed pour un client du secteur energie, avec delivery sur Python, React, Azure, Tableau."
795,232,Lead Developer Senior,Assurance,2017-08-13,2022-10-13,62,FastAPI | Python | Tableau,"Intervention comme lead developer senior pour un client du secteur assurance, avec delivery sur FastAPI, Python, Tableau."
796,232,Lead Developer Senior,Energie,2022-11-10,2024-12-10,25,C# | Docker | FastAPI | Python | Tableau,"Intervention comme lead developer senior pour un client du secteur energie, avec delivery sur Tableau, FastAPI, Python, Docker."
797,232,Product Analyst Expert,Sante,2024-12-30,2026-03-30,15,Azure | C# | Python | React | Spark | Tableau,"Intervention comme product analyst expert pour un client du secteur sante, avec delivery sur Azure, React, C#, Spark."
